time_,read/joint_1,read/joint_2,read/joint_3,read/joint_4,read/joint_5,read/joint_6,read/joint_7,read/joint_8,read/joint_9,read/joint_10,read/joint_11,read/joint_12,read/joint_13,read/joint_14,read/joint_15,read/joint_16,read/joint_17,read/joint_18,read/joint_19,read/joint_20,read/joint_21,read/joint_22,read/joint_23,read/joint_24,read/joint_25,read/joint_26,read/joint_27,read/joint_28,read/joint_29,read/joint_30,read/joint_31,read/joint_32,read/joint_33,read/joint_34,read/joint_35,read/joint_36,read/joint_37,read/joint_38,read/joint_39,read/joint_40,read/joint_41
0.478874,-0.136442,0.081365,0.014544,-0.009383,0.525060,0.044002,-0.149014,0.074777,-0.005356,0.008910,0.525066,0.003082,0.010707,-0.071112,-0.104428,0.511916,-0.054711,-1.841491,-0.102587,0.456221,0.248656,0.576223,2.488516,-2.248101,-0.746651,0.769455,1.442293,1.209121,-1.293244,0.000455,-0.001939,0.000245,-0.000528,-0.003625,0.001879,-0.000775,-0.000778,-0.000776,-0.000771,0.000599,0.059553
0.480863,-0.136443,0.081365,0.014548,-0.009384,0.525059,0.044003,-0.149016,0.074777,-0.005356,0.008911,0.525066,0.003080,0.010706,-0.071113,-0.104430,0.511916,-0.054711,-1.841488,-0.102581,0.456226,0.248653,0.576225,2.488515,-2.248102,-0.746652,0.769455,1.442278,1.209119,-1.293221,0.000442,0.002338,-0.003015,0.003852,0.000100,-0.002144,-0.000775,-0.000778,-0.000776,-0.000771,0.000599,0.059558
0.482881,-0.136443,0.081365,0.014548,-0.009384,0.525059,0.044003,-0.149016,0.074777,-0.005356,0.008911,0.525066,0.003080,0.010706,-0.071113,-0.104430,0.511916,-0.054711,-1.841488,-0.102581,0.456226,0.248653,0.576225,2.488515,-2.248102,-0.746652,0.769455,1.442278,1.209119,-1.293221,0.000442,0.002338,-0.003015,0.003852,0.000100,-0.002144,-0.000775,-0.000778,-0.000776,-0.000771,0.000599,0.059558
0.484893,-0.136443,0.081365,0.014548,-0.009384,0.525059,0.044003,-0.149016,0.074777,-0.005356,0.008911,0.525066,0.003080,0.010706,-0.071113,-0.104430,0.511916,-0.054711,-1.841488,-0.102581,0.456226,0.248653,0.576225,2.488515,-2.248102,-0.746652,0.769455,1.442278,1.209119,-1.293221,0.000442,0.002338,-0.003015,0.003852,0.000100,-0.002144,-0.000775,-0.000778,-0.000776,-0.000771,0.000599,0.059558
0.486862,-0.136443,0.081365,0.014548,-0.009384,0.525059,0.044003,-0.149016,0.074777,-0.005356,0.008911,0.525066,0.003080,0.010706,-0.071113,-0.104430,0.511916,-0.054711,-1.841488,-0.102581,0.456226,0.248653,0.576225,2.488515,-2.248102,-0.746652,0.769455,1.442278,1.209119,-1.293221,0.000442,0.002338,-0.003015,0.003852,0.000100,-0.002144,-0.000775,-0.000778,-0.000776,-0.000771,0.000599,0.059558
0.488879,-0.136443,0.081365,0.014548,-0.009384,0.525059,0.044003,-0.149016,0.074777,-0.005356,0.008911,0.525066,0.003080,0.010706,-0.071113,-0.104430,0.511916,-0.054711,-1.841488,-0.102581,0.456226,0.248653,0.576225,2.488515,-2.248102,-0.746652,0.769455,1.442278,1.209119,-1.293221,0.000442,0.002338,-0.003015,0.003852,0.000100,-0.002144,-0.000775,-0.000778,-0.000776,-0.000771,0.000599,0.059558
0.490875,-0.136443,0.081365,0.014548,-0.009384,0.525059,0.044003,-0.149016,0.074777,-0.005356,0.008911,0.525066,0.003080,0.010706,-0.071113,-0.104430,0.511916,-0.054711,-1.841488,-0.102581,0.456226,0.248653,0.576225,2.488515,-2.248102,-0.746652,0.769455,1.442278,1.209119,-1.293221,0.000442,0.002338,-0.003015,0.003852,0.000100,-0.002144,-0.000775,-0.000778,-0.000776,-0.000771,0.000599,0.059558
0.492849,-0.136444,0.081365,0.014544,-0.009386,0.525059,0.044002,-0.149016,0.074777,-0.005360,0.008908,0.525065,0.003076,0.010705,-0.071114,-0.104436,0.511916,-0.054711,-1.841483,-0.102569,0.456236,0.248648,0.576227,2.488515,-2.248105,-0.746650,0.769459,1.442253,1.209119,-1.293173,0.000386,0.000411,0.000001,0.002052,0.002576,0.006404,-0.000775,-0.000778,-0.000776,-0.000771,0.000599,0.059569
0.494891,-0.136445,0.081365,0.014541,-0.009385,0.525059,0.044001,-0.149016,0.074777,-0.005362,0.008907,0.525065,0.003074,0.010705,-0.071114,-0.104438,0.511916,-0.054711,-1.841480,-0.102564,0.456241,0.248646,0.576228,2.488518,-2.248107,-0.746644,0.769460,1.442239,1.209121,-1.293115,0.000272,-0.004498,-0.000602,-0.002822,0.000762,0.006418,-0.000775,-0.000778,-0.000775,-0.000771,0.000599,0.059575
0.496869,-0.136445,0.081365,0.014541,-0.009385,0.525059,0.044001,-0.149016,0.074777,-0.005362,0.008907,0.525065,0.003074,0.010705,-0.071114,-0.104438,0.511916,-0.054711,-1.841480,-0.102564,0.456241,0.248646,0.576228,2.488518,-2.248108,-0.746641,0.769459,1.442220,1.209122,-1.293097,0.000276,-0.005667,0.001691,-0.003955,-0.005702,0.001009,-0.000775,-0.000778,-0.000775,-0.000771,0.000599,0.059580
0.498840,-0.136447,0.081365,0.014540,-0.009384,0.525059,0.044001,-0.149017,0.074777,-0.005363,0.008907,0.525065,0.003073,0.010705,-0.071115,-0.104440,0.511916,-0.054711,-1.841477,-0.102558,0.456246,0.248643,0.576229,2.488520,-2.248108,-0.746641,0.769459,1.442220,1.209122,-1.293097,0.000276,-0.005667,0.001691,-0.003955,-0.005702,0.001009,-0.000775,-0.000778,-0.000775,-0.000771,0.000599,0.059580
0.500877,-0.136448,0.081365,0.014543,-0.009384,0.525059,0.044002,-0.149018,0.074777,-0.005364,0.008906,0.525065,0.003071,0.010705,-0.071116,-0.104442,0.511916,-0.054711,-1.841475,-0.102552,0.456250,0.248641,0.576230,2.488522,-2.248108,-0.746640,0.769457,1.442203,1.209121,-1.293081,0.000283,-0.003832,0.000621,-0.002062,-0.006285,-0.008274,-0.000775,-0.000778,-0.000775,-0.000771,0.000599,0.059586
0.502888,-0.136450,0.081365,0.014547,-0.009384,0.525059,0.044003,-0.149019,0.074777,-0.005365,0.008906,0.525065,0.003069,0.010704,-0.071116,-0.104445,0.511917,-0.054711,-1.841472,-0.102546,0.456255,0.248639,0.576231,2.488522,-2.248108,-0.746641,0.769458,1.442189,1.209118,-1.293067,0.000294,0.000425,-0.003162,0.002237,-0.001572,-0.010297,-0.000775,-0.000778,-0.000776,-0.000771,0.000599,0.059591
0.504839,-0.136450,0.081365,0.014545,-0.009384,0.525059,0.044002,-0.149020,0.074777,-0.005366,0.008906,0.525065,0.003067,0.010705,-0.071117,-0.104447,0.511917,-0.054711,-1.841468,-0.102540,0.456260,0.248636,0.576233,2.488521,-2.248109,-0.746642,0.769461,1.442176,1.209116,-1.293042,0.000270,0.000949,-0.003443,0.002788,0.007417,-0.006530,-0.000775,-0.000778,-0.000776,-0.000771,0.000599,0.059597
0.506858,-0.136451,0.081365,0.014539,-0.009385,0.525059,0.044001,-0.149021,0.074777,-0.005367,0.008907,0.525065,0.003065,0.010706,-0.071118,-0.104450,0.511917,-0.054711,-1.841466,-0.102534,0.456265,0.248634,0.576234,2.488522,-2.248110,-0.746641,0.769464,1.442165,1.209116,-1.293021,0.000249,-0.001535,-0.000888,0.000321,0.010216,0.001408,-0.000775,-0.000778,-0.000776,-0.000771,0.000599,0.059603
0.508845,-0.136451,0.081364,0.014537,-0.009386,0.525059,0.044000,-0.149023,0.074777,-0.005368,0.008907,0.525065,0.003063,0.010708,-0.071118,-0.104452,0.511917,-0.054711,-1.841463,-0.102528,0.456270,0.248631,0.576235,2.488525,-2.248110,-0.746638,0.769465,1.442154,1.209121,-1.293000,0.000237,-0.000766,0.003938,-0.004587,0.006619,0.003643,-0.000775,-0.000778,-0.000775,-0.000771,0.000599,0.059608
0.510806,-0.136452,0.081364,0.014537,-0.009387,0.525059,0.044000,-0.149024,0.074777,-0.005369,0.008907,0.525065,0.003061,0.010709,-0.071119,-0.104454,0.511917,-0.054711,-1.841460,-0.102523,0.456275,0.248629,0.576236,2.488528,-2.248111,-0.746634,0.769464,1.442142,1.209125,-1.292981,0.000237,0.002630,0.004913,-0.005765,-0.001316,0.000032,-0.000775,-0.000778,-0.000775,-0.000771,0.000599,0.059614
0.512843,-0.136452,0.081364,0.014537,-0.009387,0.525059,0.044000,-0.149024,0.074777,-0.005369,0.008907,0.525065,0.003061,0.010709,-0.071119,-0.104454,0.511917,-0.054711,-1.841460,-0.102523,0.456275,0.248629,0.576236,2.488528,-2.248111,-0.746634,0.769464,1.442142,1.209125,-1.292981,0.000237,0.002630,0.004913,-0.005765,-0.001316,0.000032,-0.000775,-0.000778,-0.000775,-0.000771,0.000599,0.059614
0.514832,-0.136452,0.081364,0.014537,-0.009387,0.525059,0.044000,-0.149024,0.074777,-0.005369,0.008907,0.525065,0.003061,0.010709,-0.071119,-0.104454,0.511917,-0.054711,-1.841460,-0.102523,0.456275,0.248629,0.576236,2.488528,-2.248111,-0.746634,0.769464,1.442142,1.209125,-1.292981,0.000237,0.002630,0.004913,-0.005765,-0.001316,0.000032,-0.000775,-0.000778,-0.000775,-0.000771,0.000599,0.059614
0.516830,-0.136452,0.081364,0.014537,-0.009387,0.525059,0.044000,-0.149024,0.074777,-0.005369,0.008907,0.525065,0.003061,0.010709,-0.071119,-0.104454,0.511917,-0.054711,-1.841460,-0.102523,0.456275,0.248629,0.576236,2.488528,-2.248111,-0.746634,0.769464,1.442142,1.209125,-1.292981,0.000237,0.002630,0.004913,-0.005765,-0.001316,0.000032,-0.000775,-0.000778,-0.000775,-0.000771,0.000599,0.059614
0.518844,-0.136452,0.081364,0.014537,-0.009387,0.525059,0.044000,-0.149024,0.074777,-0.005369,0.008907,0.525065,0.003061,0.010709,-0.071119,-0.104454,0.511917,-0.054711,-1.841460,-0.102523,0.456275,0.248629,0.576236,2.488528,-2.248111,-0.746634,0.769464,1.442142,1.209125,-1.292981,0.000237,0.002630,0.004913,-0.005765,-0.001316,0.000032,-0.000775,-0.000778,-0.000775,-0.000771,0.000599,0.059614
0.520845,-0.136452,0.081364,0.014537,-0.009387,0.525059,0.044000,-0.149024,0.074777,-0.005369,0.008907,0.525065,0.003061,0.010709,-0.071119,-0.104454,0.511917,-0.054711,-1.841460,-0.102523,0.456275,0.248629,0.576236,2.488528,-2.248111,-0.746634,0.769464,1.442142,1.209125,-1.292981,0.000237,0.002630,0.004913,-0.005765,-0.001316,0.000032,-0.000775,-0.000778,-0.000775,-0.000771,0.000599,0.059614
0.522845,-0.136453,0.081365,0.014541,-0.009388,0.525059,0.044000,-0.149027,0.074777,-0.005370,0.008908,0.525065,0.003058,0.010709,-0.071121,-0.104459,0.511918,-0.054711,-1.841455,-0.102511,0.456284,0.248624,0.576238,2.488530,-2.248114,-0.746631,0.769468,1.442122,1.209127,-1.292901,0.000110,-0.000600,-0.001871,0.000325,0.000871,-0.000264,-0.000775,-0.000778,-0.000775,-0.000771,0.000599,0.059625
0.524847,-0.136455,0.081365,0.014540,-0.009387,0.525059,0.044000,-0.149029,0.074777,-0.005371,0.008909,0.525065,0.003056,0.010708,-0.071122,-0.104460,0.511918,-0.054711,-1.841452,-0.102505,0.456289,0.248622,0.576240,2.488531,-2.248116,-0.746630,0.769471,1.442111,1.209129,-1.292861,0.000056,-0.000290,-0.002851,0.000841,-0.000734,0.002367,-0.000775,-0.000778,-0.000776,-0.000771,0.000599,0.059630
0.526926,-0.136457,0.081365,0.014542,-0.009386,0.525059,0.044001,-0.149030,0.074777,-0.005372,0.008910,0.525065,0.003054,0.010707,-0.071123,-0.104462,0.511918,-0.054711,-1.841449,-0.102499,0.456294,0.248619,0.576241,2.488531,-2.248117,-0.746630,0.769472,1.442101,1.209129,-1.292828,0.000013,0.002735,-0.000862,-0.001657,0.002593,-0.000496,-0.000775,-0.000778,-0.000776,-0.000771,0.000599,0.059636
0.528866,-0.136459,0.081365,0.014546,-0.009385,0.525059,0.044001,-0.149032,0.074777,-0.005372,0.008910,0.525065,0.003052,0.010707,-0.071124,-0.104464,0.511918,-0.054711,-1.841446,-0.102493,0.456299,0.248617,0.576242,2.488532,-2.248118,-0.746629,0.769474,1.442072,1.209126,-1.292859,0.000235,0.002280,0.003544,-0.000873,0.000800,0.002165,-0.000775,-0.000778,-0.000776,-0.000771,0.000599,0.059641
0.530806,-0.136461,0.081366,0.014548,-0.009384,0.525059,0.044002,-0.149033,0.074777,-0.005373,0.008911,0.525065,0.003051,0.010706,-0.071125,-0.104465,0.511918,-0.054711,-1.841443,-0.102487,0.456304,0.248614,0.576243,2.488535,-2.248119,-0.746625,0.769474,1.442044,1.209125,-1.292885,0.000416,-0.001016,0.004179,0.002527,-0.005659,-0.001119,-0.000775,-0.000778,-0.000776,-0.000771,0.000599,0.059647
0.532829,-0.136462,0.081365,0.014545,-0.009384,0.525059,0.044001,-0.149035,0.074777,-0.005374,0.008911,0.525065,0.003049,0.010707,-0.071125,-0.104467,0.511918,-0.054711,-1.841441,-0.102481,0.456309,0.248612,0.576244,2.488536,-2.248121,-0.746623,0.769476,1.442022,1.209124,-1.292901,0.000552,-0.000907,0.001769,0.002349,-0.005804,0.001728,-0.000775,-0.000778,-0.000776,-0.000771,0.000599,0.059652
0.534899,-0.136464,0.081365,0.014545,-0.009383,0.525059,0.044001,-0.149037,0.074777,-0.005375,0.008912,0.525065,0.003047,0.010707,-0.071126,-0.104469,0.511918,-0.054711,-1.841438,-0.102475,0.456314,0.248609,0.576245,2.488537,-2.248123,-0.746620,0.769478,1.442002,1.209123,-1.292908,0.000645,0.001951,-0.003097,-0.000716,-0.001280,-0.000975,-0.000775,-0.000778,-0.000775,-0.000771,0.000599,0.059658
0.536857,-0.136465,0.081366,0.014547,-0.009383,0.525060,0.044001,-0.149038,0.074777,-0.005375,0.008913,0.525065,0.003045,0.010707,-0.071127,-0.104471,0.511919,-0.054711,-1.841435,-0.102469,0.456318,0.248607,0.576247,2.488537,-2.248124,-0.746620,0.769481,1.441985,1.209119,-1.292912,0.000732,0.001327,-0.004239,-0.000425,0.007556,0.002247,-0.000775,-0.000778,-0.000776,-0.000771,0.000599,0.059663
0.538853,-0.136465,0.081366,0.014547,-0.009383,0.525060,0.044001,-0.149038,0.074777,-0.005375,0.008913,0.525065,0.003045,0.010707,-0.071127,-0.104471,0.511919,-0.054711,-1.841435,-0.102469,0.456318,0.248607,0.576247,2.488537,-2.248124,-0.746620,0.769481,1.441985,1.209119,-1.292912,0.000732,0.001327,-0.004239,-0.000425,0.007556,0.002247,-0.000775,-0.000778,-0.000776,-0.000771,0.000599,0.059669
0.540839,-0.136465,0.081365,0.014544,-0.009384,0.525059,0.044001,-0.149038,0.074777,-0.005377,0.008911,0.525065,0.003043,0.010706,-0.071128,-0.104474,0.511919,-0.054711,-1.841432,-0.102463,0.456323,0.248605,0.576248,2.488537,-2.248127,-0.746619,0.769484,1.441969,1.209120,-1.292911,0.000806,-0.002101,-0.002360,0.002572,0.008985,0.000569,-0.000775,-0.000778,-0.000776,-0.000771,0.000599,0.059669
0.542839,-0.136466,0.081365,0.014543,-0.009384,0.525059,0.044001,-0.149038,0.074777,-0.005378,0.008910,0.525065,0.003042,0.010705,-0.071129,-0.104476,0.511919,-0.054711,-1.841429,-0.102458,0.456328,0.248602,0.576249,2.488539,-2.248128,-0.746617,0.769486,1.441954,1.209125,-1.292907,0.000871,-0.002099,0.001925,0.002070,0.004435,-0.005048,-0.000775,-0.000778,-0.000776,-0.000771,0.000599,0.059674
0.544879,-0.136466,0.081365,0.014543,-0.009384,0.525059,0.044001,-0.149038,0.074777,-0.005378,0.008910,0.525065,0.003042,0.010705,-0.071129,-0.104476,0.511919,-0.054711,-1.841429,-0.102458,0.456328,0.248602,0.576249,2.488539,-2.248128,-0.746617,0.769486,1.441954,1.209125,-1.292907,0.000871,-0.002099,0.001925,0.002070,0.004435,-0.005048,-0.000775,-0.000778,-0.000776,-0.000771,0.000599,0.059674
0.546810,-0.136466,0.081365,0.014543,-0.009384,0.525059,0.044001,-0.149038,0.074777,-0.005378,0.008910,0.525065,0.003042,0.010705,-0.071129,-0.104476,0.511919,-0.054711,-1.841429,-0.102458,0.456328,0.248602,0.576249,2.488539,-2.248128,-0.746617,0.769486,1.441954,1.209125,-1.292907,0.000871,-0.002099,0.001925,0.002070,0.004435,-0.005048,-0.000775,-0.000778,-0.000776,-0.000771,0.000599,0.059674
0.548842,-0.136466,0.081365,0.014543,-0.009384,0.525059,0.044001,-0.149038,0.074777,-0.005378,0.008910,0.525065,0.003042,0.010705,-0.071129,-0.104476,0.511919,-0.054711,-1.841429,-0.102458,0.456328,0.248602,0.576249,2.488539,-2.248128,-0.746617,0.769486,1.441954,1.209125,-1.292907,0.000871,-0.002099,0.001925,0.002070,0.004435,-0.005048,-0.000775,-0.000778,-0.000776,-0.000771,0.000599,0.059674
0.550872,-0.136466,0.081365,0.014543,-0.009384,0.525059,0.044001,-0.149038,0.074777,-0.005378,0.008910,0.525065,0.003042,0.010705,-0.071129,-0.104476,0.511919,-0.054711,-1.841429,-0.102458,0.456328,0.248602,0.576249,2.488539,-2.248128,-0.746617,0.769486,1.441954,1.209125,-1.292907,0.000871,-0.002099,0.001925,0.002070,0.004435,-0.005048,-0.000775,-0.000778,-0.000776,-0.000771,0.000599,0.059674
0.552883,-0.136468,0.081366,0.014546,-0.009385,0.525059,0.044001,-0.149039,0.074778,-0.005381,0.008909,0.525065,0.003038,0.010704,-0.071130,-0.104480,0.511919,-0.054711,-1.841424,-0.102446,0.456338,0.248597,0.576251,2.488544,-2.248132,-0.746611,0.769493,1.441930,1.209135,-1.292889,0.000928,-0.000000,-0.000018,-0.001168,-0.005372,0.001374,-0.000775,-0.000778,-0.000776,-0.000771,0.000599,0.059685
0.554810,-0.136470,0.081366,0.014545,-0.009383,0.525059,0.044001,-0.149040,0.074778,-0.005382,0.008908,0.525065,0.003036,0.010703,-0.071131,-0.104482,0.511920,-0.054711,-1.841421,-0.102440,0.456343,0.248595,0.576252,2.488543,-2.248132,-0.746612,0.769495,1.441919,1.209134,-1.292888,0.000976,0.002227,0.000746,0.001668,-0.002074,0.001148,-0.000775,-0.000778,-0.000776,-0.000771,0.000599,0.059691
0.556865,-0.136470,0.081366,0.014545,-0.009383,0.525059,0.044001,-0.149040,0.074778,-0.005382,0.008908,0.525065,0.003036,0.010703,-0.071131,-0.104482,0.511920,-0.054711,-1.841421,-0.102440,0.456343,0.248595,0.576252,2.488543,-2.248132,-0.746612,0.769495,1.441919,1.209134,-1.292888,0.000976,0.002227,0.000746,0.001668,-0.002074,0.001148,-0.000775,-0.000778,-0.000776,-0.000771,0.000599,0.059691
0.558875,-0.136471,0.081365,0.014540,-0.009383,0.525060,0.044000,-0.149042,0.074777,-0.005384,0.008909,0.525064,0.003034,0.010703,-0.071132,-0.104484,0.511920,-0.054711,-1.841418,-0.102434,0.456348,0.248593,0.576253,2.488544,-2.248134,-0.746610,0.769498,1.441907,1.209134,-1.292830,0.000885,0.001073,-0.001572,0.001024,0.005302,-0.004055,-0.000775,-0.000778,-0.000776,-0.000771,0.000599,0.059697
0.560902,-0.136473,0.081365,0.014537,-0.009382,0.525060,0.043999,-0.149043,0.074777,-0.005385,0.008909,0.525064,0.003032,0.010704,-0.071133,-0.104486,0.511920,-0.054711,-1.841415,-0.102428,0.456352,0.248590,0.576255,2.488545,-2.248137,-0.746606,0.769501,1.441895,1.209136,-1.292783,0.000808,-0.002773,-0.000672,-0.002408,0.006858,-0.003311,-0.000775,-0.000778,-0.000775,-0.000771,0.000599,0.059702
0.562920,-0.136474,0.081365,0.014538,-0.009382,0.525060,0.043999,-0.149044,0.074777,-0.005386,0.008909,0.525064,0.003031,0.010704,-0.071133,-0.104488,0.511920,-0.054711,-1.841412,-0.102422,0.456357,0.248588,0.576256,2.488547,-2.248137,-0.746605,0.769503,1.441879,1.209138,-1.292777,0.000845,-0.003090,0.002834,-0.002396,0.003591,0.002260,-0.000775,-0.000778,-0.000776,-0.000771,0.000599,0.059708
0.564834,-0.136475,0.081365,0.014541,-0.009382,0.525060,0.044000,-0.149045,0.074778,-0.005386,0.008909,0.525064,0.003029,0.010704,-0.071134,-0.104490,0.511920,-0.054711,-1.841410,-0.102417,0.456362,0.248585,0.576257,2.488550,-2.248137,-0.746603,0.769503,1.441862,1.209140,-1.292770,0.000882,-0.000574,0.002742,0.000383,-0.004099,0.001327,-0.000775,-0.000778,-0.000776,-0.000771,0.000599,0.059713
0.566827,-0.136476,0.081366,0.014546,-0.009383,0.525060,0.044001,-0.149046,0.074778,-0.005387,0.008909,0.525064,0.003027,0.010704,-0.071135,-0.104492,0.511920,-0.054711,-1.841407,-0.102411,0.456367,0.248583,0.576258,2.488553,-2.248138,-0.746601,0.769503,1.441846,1.209141,-1.292742,0.000859,0.004221,-0.000258,-0.000297,-0.005718,-0.004348,-0.000775,-0.000778,-0.000775,-0.000771,0.000599,0.059719
0.568851,-0.136476,0.081366,0.014545,-0.009384,0.525059,0.044001,-0.149048,0.074778,-0.005388,0.008910,0.525064,0.003025,0.010704,-0.071136,-0.104494,0.511920,-0.054711,-1.841404,-0.102405,0.456372,0.248580,0.576259,2.488551,-2.248140,-0.746602,0.769506,1.441833,1.209140,-1.292718,0.000837,0.005116,0.000086,0.001921,-0.001885,-0.003464,-0.000775,-0.000778,-0.000776,-0.000771,0.000599,0.059724
0.570858,-0.136477,0.081366,0.014546,-0.009385,0.525059,0.044001,-0.149050,0.074778,-0.005388,0.008911,0.525065,0.003023,0.010703,-0.071137,-0.104497,0.511921,-0.054711,-1.841401,-0.102399,0.456377,0.248578,0.576260,2.488550,-2.248143,-0.746601,0.769511,1.441820,1.209139,-1.292647,0.000699,0.002849,-0.002569,0.000781,0.006365,0.002645,-0.000775,-0.000778,-0.000776,-0.000771,0.000599,0.059730
0.572835,-0.136477,0.081366,0.014546,-0.009385,0.525059,0.044001,-0.149050,0.074778,-0.005388,0.008911,0.525065,0.003023,0.010703,-0.071137,-0.104497,0.511921,-0.054711,-1.841401,-0.102399,0.456377,0.248578,0.576260,2.488550,-2.248143,-0.746601,0.769511,1.441820,1.209139,-1.292647,0.000699,0.002849,-0.002569,0.000781,0.006365,0.002645,-0.000775,-0.000778,-0.000776,-0.000771,0.000599,0.059730
0.574863,-0.136477,0.081366,0.014546,-0.009385,0.525059,0.044001,-0.149050,0.074778,-0.005388,0.008911,0.525065,0.003023,0.010703,-0.071137,-0.104497,0.511921,-0.054711,-1.841401,-0.102399,0.456377,0.248578,0.576260,2.488550,-2.248143,-0.746601,0.769511,1.441820,1.209139,-1.292647,0.000699,0.002849,-0.002569,0.000781,0.006365,0.002645,-0.000775,-0.000778,-0.000776,-0.000771,0.000599,0.059730
0.576940,-0.136477,0.081366,0.014546,-0.009385,0.525059,0.044001,-0.149050,0.074778,-0.005388,0.008911,0.525065,0.003023,0.010703,-0.071137,-0.104497,0.511921,-0.054711,-1.841401,-0.102399,0.456377,0.248578,0.576260,2.488550,-2.248143,-0.746601,0.769511,1.441820,1.209139,-1.292647,0.000699,0.002849,-0.002569,0.000781,0.006365,0.002645,-0.000775,-0.000778,-0.000776,-0.000771,0.000599,0.059730
0.578873,-0.136477,0.081366,0.014546,-0.009385,0.525059,0.044001,-0.149050,0.074778,-0.005388,0.008911,0.525065,0.003023,0.010703,-0.071137,-0.104497,0.511921,-0.054711,-1.841401,-0.102399,0.456377,0.248578,0.576260,2.488550,-2.248143,-0.746601,0.769511,1.441820,1.209139,-1.292647,0.000699,0.002849,-0.002569,0.000781,0.006365,0.002645,-0.000775,-0.000778,-0.000776,-0.000771,0.000599,0.059730
0.580884,-0.136477,0.081366,0.014546,-0.009385,0.525059,0.044001,-0.149050,0.074778,-0.005388,0.008911,0.525065,0.003023,0.010703,-0.071137,-0.104497,0.511921,-0.054711,-1.841401,-0.102399,0.456377,0.248578,0.576260,2.488550,-2.248143,-0.746601,0.769511,1.441820,1.209139,-1.292647,0.000699,0.002849,-0.002569,0.000781,0.006365,0.002645,-0.000775,-0.000778,-0.000776,-0.000771,0.000599,0.059730
0.582871,-0.136478,0.081366,0.014546,-0.009384,0.525059,0.044001,-0.149051,0.074778,-0.005389,0.008911,0.525065,0.003021,0.010703,-0.071138,-0.104498,0.511921,-0.054711,-1.841398,-0.102393,0.456382,0.248576,0.576262,2.488551,-2.248146,-0.746598,0.769514,1.441806,1.209140,-1.292589,0.000581,-0.001891,-0.001938,-0.003048,0.008093,0.002048,-0.000775,-0.000778,-0.000776,-0.000771,0.000599,0.059735
0.584872,-0.136480,0.081366,0.014545,-0.009383,0.525060,0.044000,-0.149053,0.074778,-0.005390,0.008912,0.525065,0.003020,0.010703,-0.071139,-0.104500,0.511921,-0.054711,-1.841395,-0.102387,0.456387,0.248573,0.576263,2.488553,-2.248147,-0.746596,0.769514,1.441792,1.209144,-1.292557,0.000543,-0.002939,0.001343,-0.003339,0.003756,-0.002678,-0.000775,-0.000778,-0.000776,-0.000771,0.000599,0.059741
0.586855,-0.136482,0.081366,0.014547,-0.009382,0.525060,0.044001,-0.149055,0.074778,-0.005391,0.008913,0.525065,0.003018,0.010702,-0.071140,-0.104502,0.511921,-0.054711,-1.841393,-0.102381,0.456391,0.248571,0.576264,2.488555,-2.248147,-0.746594,0.769515,1.441779,1.209148,-1.292530,0.000519,-0.001012,0.001072,-0.000777,-0.004281,-0.001454,-0.000775,-0.000778,-0.000776,-0.000771,0.000599,0.059746
0.588898,-0.136483,0.081366,0.014543,-0.009382,0.525060,0.044000,-0.149056,0.074778,-0.005391,0.008914,0.525065,0.003016,0.010703,-0.071140,-0.104503,0.511921,-0.054711,-1.841390,-0.102375,0.456396,0.248568,0.576265,2.488556,-2.248147,-0.746595,0.769518,1.441769,1.209149,-1.292507,0.000499,0.003316,-0.002065,0.004061,-0.005758,0.005031,-0.000775,-0.000778,-0.000776,-0.000771,0.000599,0.059752
0.590852,-0.136484,0.081366,0.014543,-0.009382,0.525060,0.044000,-0.149058,0.074778,-0.005392,0.008914,0.525065,0.003014,0.010703,-0.071141,-0.104506,0.511921,-0.054711,-1.841387,-0.102370,0.456401,0.248566,0.576266,2.488556,-2.248148,-0.746594,0.769521,1.441758,1.209149,-1.292462,0.000421,0.003890,-0.001834,0.005042,-0.002354,0.005263,-0.000775,-0.000778,-0.000776,-0.000771,0.000599,0.059757
0.592831,-0.136485,0.081366,0.014544,-0.009382,0.525060,0.044000,-0.149057,0.074778,-0.005394,0.008912,0.525065,0.003012,0.010702,-0.071142,-0.104508,0.511922,-0.054711,-1.841384,-0.102364,0.456406,0.248563,0.576267,2.488557,-2.248150,-0.746592,0.769522,1.441746,1.209148,-1.292405,0.000305,0.001439,0.001117,0.002914,0.005097,0.000429,-0.000775,-0.000778,-0.000776,-0.000771,0.000599,0.059763
0.594869,-0.136486,0.081366,0.014547,-0.009383,0.525060,0.044001,-0.149056,0.074778,-0.005396,0.008909,0.525065,0.003011,0.010702,-0.071143,-0.104511,0.511921,-0.054711,-1.841381,-0.102358,0.456411,0.248561,0.576268,2.488560,-2.248152,-0.746587,0.769524,1.441735,1.209151,-1.292326,0.000135,-0.003453,0.000576,-0.001722,0.006717,0.001467,-0.000775,-0.000778,-0.000775,-0.000771,0.000599,0.059768
0.596877,-0.136486,0.081366,0.014545,-0.009383,0.525059,0.044000,-0.149056,0.074778,-0.005397,0.008908,0.525065,0.003009,0.010703,-0.071143,-0.104513,0.511921,-0.054711,-1.841379,-0.102352,0.456416,0.248559,0.576270,2.488564,-2.248154,-0.746582,0.769524,1.441722,1.209153,-1.292260,0.000004,-0.004622,-0.002775,-0.002691,0.003061,-0.003150,-0.000775,-0.000778,-0.000775,-0.000771,0.000599,0.059774
